month,day_or_index,month_id,theme,motif,category,difficulty,selection_phase,availability,display_title,display_title_key,internal_id,asset_file_name,palette_count,grid_size,estimated_minutes,sort_order,prompt,notes
6,10,month-06,rainy_season,tea_kettle_rain,food,easy,early,always,Tea Kettle Rain,,daily_06_010_tea_kettle_rain_easy,daily_06_010_tea_kettle_rain_easy,6,32,6,3610,"simple tea kettle rain sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
6,11,month-06,rainy_season,clover_frog,animals,medium,mid,always,Clover Frog,,daily_06_011_clover_frog_medium,daily_06_011_clover_frog_medium,8,32,8,3611,"simple clover frog sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,12,month-06,rainy_season,rainy_cat,animals,medium,mid,always,Rainy Cat,,daily_06_012_rainy_cat_medium,daily_06_012_rainy_cat_medium,9,32,9,3612,"simple rainy cat sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,13,month-06,rainy_season,hanging_mobile_drop,objects,medium,mid,always,Hanging Mobile Drop,,daily_06_013_hanging_mobile_drop_medium,daily_06_013_hanging_mobile_drop_medium,7,32,7,3613,"simple hanging mobile drop sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,14,month-06,rainy_season,hydrangea_basket,plants,medium,mid,always,Hydrangea Basket,,daily_06_014_hydrangea_basket_medium,daily_06_014_hydrangea_basket_medium,8,32,8,3614,"simple hydrangea basket sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,15,month-06,rainy_season,window_rainbow,seasonal,medium,mid,always,Window Rainbow,,daily_06_015_window_rainbow_medium,daily_06_015_window_rainbow_medium,6,32,6,3615,"simple window rainbow sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,16,month-06,rainy_season,lemon_raincoat,objects,medium,mid,always,Lemon Raincoat,,daily_06_016_lemon_raincoat_medium,daily_06_016_lemon_raincoat_medium,7,32,7,3616,"simple lemon raincoat sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,17,month-06,rainy_season,moss_mushroom,plants,medium,mid,always,Moss Mushroom,,daily_06_017_moss_mushroom_medium,daily_06_017_moss_mushroom_medium,7,32,7,3617,"simple moss mushroom sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,18,month-06,rainy_season,tadpole_jar,animals,medium,mid,always,Tadpole Jar,,daily_06_018_tadpole_jar_medium,daily_06_018_tadpole_jar_medium,8,32,8,3618,"simple tadpole jar sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,19,month-06,rainy_season,raindrop_bell,seasonal,medium,mid,always,Raindrop Bell,,daily_06_019_raindrop_bell_medium,daily_06_019_raindrop_bell_medium,6,32,6,3619,"simple raindrop bell sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,20,month-06,rainy_season,paper_boat,objects,medium,mid,always,Paper Boat,,daily_06_020_paper_boat_medium,daily_06_020_paper_boat_medium,7,32,7,3620,"simple paper boat sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,21,month-06,rainy_season,cloud_whale,animals,medium,late,always,Cloud Whale,,daily_06_021_cloud_whale_medium,daily_06_021_cloud_whale_medium,8,32,8,3621,"simple cloud whale sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,22,month-06,rainy_season,rainy_teacup,food,medium,late,always,Rainy Teacup,,daily_06_022_rainy_teacup_medium,daily_06_022_rainy_teacup_medium,9,32,9,3622,"simple rainy teacup sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,23,month-06,rainy_season,fern_sprig,plants,medium,late,always,Fern Sprig,,daily_06_023_fern_sprig_medium,daily_06_023_fern_sprig_medium,6,32,6,3623,"simple fern sprig sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,24,month-06,rainy_season,blue_umbrella,objects,medium,late,always,Blue Umbrella,,daily_06_024_blue_umbrella_medium,daily_06_024_blue_umbrella_medium,7,32,7,3624,"simple blue umbrella sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
6,25,month-06,rainy_season,puddle_boot,seasonal,hard,late,always,Puddle Boot,,daily_06_025_puddle_boot_hard,daily_06_025_puddle_boot_hard,9,32,8,3625,"simple puddle boot sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 9 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,26,month-06,rainy_season,firefly_sprout,plants,hard,late,always,Firefly Sprout,,daily_06_026_firefly_sprout_hard,daily_06_026_firefly_sprout_hard,10,32,9,3626,"simple firefly sprout sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 10 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,27,month-06,rainy_season,leaf_frog,animals,hard,late,always,Leaf Frog,,daily_06_027_leaf_frog_hard,daily_06_027_leaf_frog_hard,11,32,10,3627,"simple leaf frog sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 11 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,28,month-06,rainy_season,dew_strawberry,food,hard,late,always,Dew Strawberry,,daily_06_028_dew_strawberry_hard,daily_06_028_dew_strawberry_hard,12,32,11,3628,"simple dew strawberry sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 12 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,29,month-06,rainy_season,rain_chime,objects,hard,late,always,Rain Chime,,daily_06_029_rain_chime_hard,daily_06_029_rain_chime_hard,13,32,12,3629,"simple rain chime sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 13 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
6,30,month-06,rainy_season,lavender_rain,plants,hard,late,always,Lavender Rain,,daily_06_030_lavender_rain_hard,daily_06_030_lavender_rain_hard,14,32,13,3630,"simple lavender rain sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 14 colors, rain blue, hydrangea violet, leaf green, and cream palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,1,month-07,starry_festival_summer,tanabata_wish,seasonal,easy,early,always,Tanabata Wish,,daily_07_001_tanabata_wish_easy,daily_07_001_tanabata_wish_easy,4,32,4,3701,"simple tanabata wish sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,2,month-07,starry_festival_summer,bamboo_branch,plants,easy,early,always,Bamboo Branch,,daily_07_002_bamboo_branch_easy,daily_07_002_bamboo_branch_easy,5,32,5,3702,"simple bamboo branch sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,3,month-07,starry_festival_summer,star_lantern,seasonal,easy,early,always,Star Lantern,,daily_07_003_star_lantern_easy,daily_07_003_star_lantern_easy,5,32,5,3703,"simple star lantern sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,4,month-07,starry_festival_summer,watermelon_slice,food,easy,early,always,Watermelon Slice,,daily_07_004_watermelon_slice_easy,daily_07_004_watermelon_slice_easy,6,32,6,3704,"simple watermelon slice sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,5,month-07,starry_festival_summer,goldfish_bag,animals,easy,early,always,Goldfish Bag,,daily_07_005_goldfish_bag_easy,daily_07_005_goldfish_bag_easy,4,32,4,3705,"simple goldfish bag sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,6,month-07,starry_festival_summer,festival_fan,seasonal,easy,early,always,Festival Fan,,daily_07_006_festival_fan_easy,daily_07_006_festival_fan_easy,5,32,5,3706,"simple festival fan sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,7,month-07,starry_festival_summer,night_sparkler,objects,easy,early,always,Night Sparkler,,daily_07_007_night_sparkler_easy,daily_07_007_night_sparkler_easy,6,32,6,3707,"simple night sparkler sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,8,month-07,starry_festival_summer,summer_yukata_bow,objects,easy,early,always,Summer Yukata Bow,,daily_07_008_summer_yukata_bow_easy,daily_07_008_summer_yukata_bow_easy,4,32,4,3708,"simple summer yukata bow sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,9,month-07,starry_festival_summer,shaved_ice,objects,easy,early,always,Shaved Ice,,daily_07_009_shaved_ice_easy,daily_07_009_shaved_ice_easy,5,32,5,3709,"simple shaved ice sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,10,month-07,starry_festival_summer,shooting_star,seasonal,easy,early,always,Shooting Star,,daily_07_010_shooting_star_easy,daily_07_010_shooting_star_easy,6,32,6,3710,"simple shooting star sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,11,month-07,starry_festival_summer,shell_bracelet,objects,easy,mid,always,Shell Bracelet,,daily_07_011_shell_bracelet_easy,daily_07_011_shell_bracelet_easy,5,32,5,3711,"simple shell bracelet sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
7,12,month-07,starry_festival_summer,sun_hat,objects,medium,mid,always,Sun Hat,,daily_07_012_sun_hat_medium,daily_07_012_sun_hat_medium,9,32,9,3712,"simple sun hat sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,13,month-07,starry_festival_summer,ramune_bottle,food,medium,mid,always,Ramune Bottle,,daily_07_013_ramune_bottle_medium,daily_07_013_ramune_bottle_medium,7,32,7,3713,"simple ramune bottle sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,14,month-07,starry_festival_summer,paper_fan,objects,medium,mid,always,Paper Fan,,daily_07_014_paper_fan_medium,daily_07_014_paper_fan_medium,8,32,8,3714,"simple paper fan sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,15,month-07,starry_festival_summer,evening_cicada,objects,medium,mid,always,Evening Cicada,,daily_07_015_evening_cicada_medium,daily_07_015_evening_cicada_medium,6,32,6,3715,"simple evening cicada sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,16,month-07,starry_festival_summer,comet_ribbon,objects,medium,mid,always,Comet Ribbon,,daily_07_016_comet_ribbon_medium,daily_07_016_comet_ribbon_medium,7,32,7,3716,"simple comet ribbon sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,17,month-07,starry_festival_summer,beach_bucket,objects,medium,mid,always,Beach Bucket,,daily_07_017_beach_bucket_medium,daily_07_017_beach_bucket_medium,7,32,7,3717,"simple beach bucket sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,18,month-07,starry_festival_summer,star_cookie,food,medium,mid,always,Star Cookie,,daily_07_018_star_cookie_medium,daily_07_018_star_cookie_medium,8,32,8,3718,"simple star cookie sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,19,month-07,starry_festival_summer,bon_dance_drum,objects,medium,mid,always,Bon Dance Drum,,daily_07_019_bon_dance_drum_medium,daily_07_019_bon_dance_drum_medium,6,32,6,3719,"simple bon dance drum sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,20,month-07,starry_festival_summer,melon_soda,food,medium,mid,always,Melon Soda,,daily_07_020_melon_soda_medium,daily_07_020_melon_soda_medium,7,32,7,3720,"simple melon soda sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,21,month-07,starry_festival_summer,firework_pin,plants,medium,late,always,Firework Pin,,daily_07_021_firework_pin_medium,daily_07_021_firework_pin_medium,8,32,8,3721,"simple firework pin sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,22,month-07,starry_festival_summer,sun_sunflower,plants,medium,late,always,Sun Sunflower,,daily_07_022_sun_sunflower_medium,daily_07_022_sun_sunflower_medium,9,32,9,3722,"simple sun sunflower sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,23,month-07,starry_festival_summer,festival_mask,seasonal,medium,late,always,Festival Mask,,daily_07_023_festival_mask_medium,daily_07_023_festival_mask_medium,6,32,6,3723,"simple festival mask sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 6 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,24,month-07,starry_festival_summer,bamboo_flute,plants,medium,late,always,Bamboo Flute,,daily_07_024_bamboo_flute_medium,daily_07_024_bamboo_flute_medium,7,32,7,3724,"simple bamboo flute sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,25,month-07,starry_festival_summer,coral_starfish,animals,medium,late,always,Coral Starfish,,daily_07_025_coral_starfish_medium,daily_07_025_coral_starfish_medium,8,32,8,3725,"simple coral starfish sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 8 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
7,26,month-07,starry_festival_summer,moon_jelly,animals,hard,late,always,Moon Jelly,,daily_07_026_moon_jelly_hard,daily_07_026_moon_jelly_hard,10,32,9,3726,"simple moon jelly sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 10 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,27,month-07,starry_festival_summer,sunset_soda,food,hard,late,always,Sunset Soda,,daily_07_027_sunset_soda_hard,daily_07_027_sunset_soda_hard,11,32,10,3727,"simple sunset soda sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 11 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,28,month-07,starry_festival_summer,lantern_alley,seasonal,hard,late,always,Lantern Alley,,daily_07_028_lantern_alley_hard,daily_07_028_lantern_alley_hard,12,32,11,3728,"simple lantern alley sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 12 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,29,month-07,starry_festival_summer,sky_whale,animals,hard,late,always,Sky Whale,,daily_07_029_sky_whale_hard,daily_07_029_sky_whale_hard,13,32,12,3729,"simple sky whale sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 13 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,30,month-07,starry_festival_summer,seashell_note,objects,hard,late,always,Seashell Note,,daily_07_030_seashell_note_hard,daily_07_030_seashell_note_hard,14,32,13,3730,"simple seashell note sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 14 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
7,31,month-07,starry_festival_summer,wish_card,objects,hard,late,always,Wish Card,,daily_07_031_wish_card_hard,daily_07_031_wish_card_hard,9,32,8,3731,"simple wish card sticker, centered, chunky pixel art, bold readable silhouette, layered details with clean borders, no noisy dithering, distinct color blocks, advanced but readable, around 9 colors, night blue, festival red, star gold, and watermelon green palette, no background, no text",late-month challenge; richer palette; detail kept readable without checkerboarding
8,1,month-08,beach_holiday_summer,sunflower,plants,easy,early,always,Sunflower,,daily_08_001_sunflower_easy,daily_08_001_sunflower_easy,4,32,4,3801,"simple sunflower sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,2,month-08,beach_holiday_summer,ocean_jellyfish,animals,easy,early,always,Ocean Jellyfish,,daily_08_002_ocean_jellyfish_easy,daily_08_002_ocean_jellyfish_easy,5,32,5,3802,"simple ocean jellyfish sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,3,month-08,beach_holiday_summer,shaved_ice_bear,animals,easy,early,always,Shaved Ice Bear,,daily_08_003_shaved_ice_bear_easy,daily_08_003_shaved_ice_bear_easy,5,32,5,3803,"simple shaved ice bear sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,4,month-08,beach_holiday_summer,fireworks_shell,plants,easy,early,always,Fireworks Shell,,daily_08_004_fireworks_shell_easy,daily_08_004_fireworks_shell_easy,6,32,6,3804,"simple fireworks shell sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,5,month-08,beach_holiday_summer,bug_net,objects,easy,early,always,Bug Net,,daily_08_005_bug_net_easy,daily_08_005_bug_net_easy,4,32,4,3805,"simple bug net sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,6,month-08,beach_holiday_summer,watermelon_pop,food,easy,early,always,Watermelon Pop,,daily_08_006_watermelon_pop_easy,daily_08_006_watermelon_pop_easy,5,32,5,3806,"simple watermelon pop sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,7,month-08,beach_holiday_summer,beach_sandal,objects,easy,early,always,Beach Sandal,,daily_08_007_beach_sandal_easy,daily_08_007_beach_sandal_easy,6,32,6,3807,"simple beach sandal sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,8,month-08,beach_holiday_summer,ice_cream_cart,objects,easy,early,always,Ice Cream Cart,,daily_08_008_ice_cream_cart_easy,daily_08_008_ice_cream_cart_easy,4,32,4,3808,"simple ice cream cart sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 4 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,9,month-08,beach_holiday_summer,dolphin_splash,animals,easy,early,always,Dolphin Splash,,daily_08_009_dolphin_splash_easy,daily_08_009_dolphin_splash_easy,5,32,5,3809,"simple dolphin splash sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,10,month-08,beach_holiday_summer,float_ring,objects,easy,early,always,Float Ring,,daily_08_010_float_ring_easy,daily_08_010_float_ring_easy,6,32,6,3810,"simple float ring sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 6 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,11,month-08,beach_holiday_summer,coral_fish,animals,easy,mid,always,Coral Fish,,daily_08_011_coral_fish_easy,daily_08_011_coral_fish_easy,5,32,5,3811,"simple coral fish sticker, centered, chunky pixel art, bold readable silhouette, large fill zones, very few isolated pixels, minimal tiny details, satisfying early shape reveal, around 5 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",large primary shapes first; low island count; beginner-friendly fill flow
8,12,month-08,beach_holiday_summer,camp_lantern,seasonal,medium,mid,always,Camp Lantern,,daily_08_012_camp_lantern_medium,daily_08_012_camp_lantern_medium,9,32,9,3812,"simple camp lantern sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 9 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
8,13,month-08,beach_holiday_summer,tomato_basket,objects,medium,mid,always,Tomato Basket,,daily_08_013_tomato_basket_medium,daily_08_013_tomato_basket_medium,7,32,7,3813,"simple tomato basket sticker, centered, chunky pixel art, bold readable silhouette, clean separated color regions, medium detail, a few reward accents, satisfying mid-game reveal, around 7 colors, sea blue, sunflower yellow, coral orange, and cream palette, no background, no text",balanced color spread; visible silhouette from mid-progress; moderate detail
